BRAINBYSITE.TXT
Who has access

System properties
Type
Text
Size
577 KB
Storage used
577 KB
Location
Colab Notebooks
Owner
Whisper
Modified
May 27, 2021 by Whisper
Opened
9:01 AM by me
Created
8:57 AM
No description
Viewers can download
AGE|AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|BEHAVIOR|COUNT|POPULATION|SEX|SITE|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
0-19|1.1|1.3|1.2|Benign/Borderline|503|40305208|Female|Pituitary|2012|1.1|1.4|1.2
0-19|~|~|~|Malignant|~|40305208|Female|Pituitary|2012|~|~|~
0-19|1.1|1.3|1.2|Benign/Borderline|483|40208756|Female|Pituitary|2013|1.1|1.3|1.2
0-19|~|~|~|Malignant|~|40208756|Female|Pituitary|2013|~|~|~
0-19|1.2|1.4|1.3|Benign/Borderline|532|40150534|Female|Pituitary|2014|1.2|1.4|1.3
0-19|~|~|~|Malignant|~|40150534|Female|Pituitary|2014|~|~|~
0-19|1.3|1.4|1.3|Benign/Borderline|2681|198853824|Female|Pituitary|2014-2018|1.3|1.4|1.3
0-19|~|~|~|Malignant|~|198853824|Female|Pituitary|2014-2018|~|~|~
0-19|1.2|1.4|1.3|Benign/Borderline|523|40145405|Female|Pituitary|2015|1.2|1.4|1.3
0-19|~|~|~|Malignant|~|40145405|Female|Pituitary|2015|~|~|~
0-19|1.3|1.5|1.4|Benign/Borderline|564|40164077|Female|Pituitary|2016|1.3|1.5|1.4
0-19|~|~|~|Malignant|~|40164077|Female|Pituitary|2016|~|~|~
0-19|1.3|1.5|1.4|Benign/Borderline|563|40141466|Female|Pituitary|2017|1.3|1.5|1.4
0-19|~|~|~|Malignant|~|40141466|Female|Pituitary|2017|~|~|~
0-19|1.2|1.4|1.3|Benign/Borderline|514|39687165|Female|Pituitary|2018|1.2|1.4|1.3
0-19|~|~|~|Malignant|~|39687165|Female|Pituitary|2018|~|~|~
0-19|1.9|2.1|2.0|Benign/Borderline|799|39865121|Female|Total|2004|1.9|2.1|2.0
0-19|3.1|3.5|3.3|Malignant|1307|39865121|Female|Total|2004|3.1|3.5|3.3
0-19|2.2|2.5|2.4|Benign/Borderline|965|39998876|Female|Total|2005|2.3|2.6|2.4
0-19|2.9|3.3|3.1|Malignant|1239|39998876|Female|Total|2005|2.9|3.3|3.1
0-19|2.3|2.6|2.4|Benign/Borderline|981|40165421|Female|Total|2006|2.3|2.6|2.4
0-19|2.9|3.2|3.1|Malignant|1228|40165421|Female|Total|2006|2.9|3.2|3.1
0-19|2.3|2.6|2.4|Benign/Borderline|993|40382360|Female|Total|2007|2.3|2.6|2.5
0-19|3.1|3.4|3.2|Malignant|1302|40382360|Female|Total|2007|3.1|3.4|3.2
0-19|2.5|2.8|2.6|Benign/Borderline|1082|40576293|Female|Total|2008|2.5|2.8|2.7
0-19|3.0|3.4|3.2|Malignant|1288|40576293|Female|Total|2008|3.0|3.4|3.2
0-19|2.5|2.8|2.7|Benign/Borderline|1103|40670476|Female|Total|2009|2.6|2.9|2.7
0-19|3.0|3.4|3.2|Malignant|1299|40670476|Female|Total|2009|3.0|3.4|3.2
0-19|2.7|3.0|2.9|Benign/Borderline|1180|40632733|Female|Total|2010|2.7|3.1|2.9
0-19|3.1|3.4|3.2|Malignant|1307|40632733|Female|Total|2010|3.0|3.4|3.2
0-19|2.8|3.1|3.0|Benign/Borderline|1215|40459557|Female|Total|2011|2.8|3.2|3.0
0-19|3.2|3.5|3.3|Malignant|1353|40459557|Female|Total|2011|3.2|3.5|3.3
0-19|2.9|3.3|3.1|Benign/Borderline|1266|40305208|Female|Total|2012|3.0|3.3|3.1
0-19|2.9|3.3|3.1|Malignant|1239|40305208|Female|Total|2012|2.9|3.3|3.1
0-19|3.0|3.4|3.2|Benign/Borderline|1287|40208756|Female|Total|2013|3.0|3.4|3.2
0-19|3.2|3.6|3.4|Malignant|1362|40208756|Female|Total|2013|3.2|3.6|3.4
0-19|3.0|3.4|3.2|Benign/Borderline|1295|40150534|Female|Total|2014|3.1|3.4|3.2
0-19|3.3|3.6|3.4|Malignant|1383|40150534|Female|Total|2014|3.3|3.6|3.4
0-19|3.1|3.3|3.2|Benign/Borderline|6355|198853824|Female|Total|2014-2018|3.1|3.3|3.2
0-19|3.1|3.3|3.2|Malignant|6324|198853824|Female|Total|2014-2018|3.1|3.3|3.2
0-19|3.1|3.5|3.3|Benign/Borderline|1325|40145405|Female|Total|2015|3.1|3.5|3.3
0-19|3.0|3.4|3.2|Malignant|1287|40145405|Female|Total|2015|3.0|3.4|3.2
0-19|3.1|3.4|3.2|Benign/Borderline|1312|40164077|Female|Total|2016|3.1|3.4|3.3
0-19|3.0|3.4|3.2|Malignant|1272|40164077|Female|Total|2016|3.0|3.3|3.2
0-19|3.0|3.3|3.1|Benign/Borderline|1270|40141466|Female|Total|2017|3.0|3.3|3.2
0-19|3.1|3.5|3.3|Malignant|1316|40141466|Female|Total|2017|3.1|3.5|3.3
0-19|2.8|3.2|3.0|Benign/Borderline|1193|39687165|Female|Total|2018|2.8|3.2|3.0
0-19|2.7|3.0|2.8|Malignant|1116|39687165|Female|Total|2018|2.6|3.0|2.8
0-19|0.2|0.3|0.3|Benign/Borderline|115|39865121|Female|Tumors of Cranial and Spinal Nerves|2004|0.2|0.3|0.3
0-19|~|~|~|Malignant|~|39865121|Female|Tumors of Cranial and Spinal Nerves|2004|~|~|~
0-19|0.3|0.5|0.4|Benign/Borderline|165|39998876|Female|Tumors of Cranial and Spinal Nerves|2005|0.4|0.5|0.4
0-19|~|~|~|Malignant|~|39998876|Female|Tumors of Cranial and Spinal Nerves|2005|~|~|~
0-19|0.3|0.5|0.4|Benign/Borderline|157|40165421|Female|Tumors of Cranial and Spinal Nerves|2006|0.3|0.5|0.4
0-19|~|~|~|Malignant|~|40165421|Female|Tumors of Cranial and Spinal Nerves|2006|~|~|~
0-19|0.3|0.4|0.3|Benign/Borderline|130|40382360|Female|Tumors of Cranial and Spinal Nerves|2007|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|40382360|Female|Tumors of Cranial and Spinal Nerves|2007|~|~|~
0-19|0.3|0.4|0.4|Benign/Borderline|146|40576293|Female|Tumors of Cranial and Spinal Nerves|2008|0.3|0.4|0.4
0-19|~|~|~|Malignant|~|40576293|Female|Tumors of Cranial and Spinal Nerves|2008|~|~|~
0-19|0.3|0.4|0.4|Benign/Borderline|156|40670476|Female|Tumors of Cranial and Spinal Nerves|2009|0.3|0.4|0.4
0-19|~|~|~|Malignant|~|40670476|Female|Tumors of Cranial and Spinal Nerves|2009|~|~|~
0-19|0.3|0.4|0.3|Benign/Borderline|134|40632733|Female|Tumors of Cranial and Spinal Nerves|2010|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|40632733|Female|Tumors of Cranial and Spinal Nerves|2010|~|~|~
0-19|0.3|0.4|0.3|Benign/Borderline|133|40459557|Female|Tumors of Cranial and Spinal Nerves|2011|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|40459557|Female|Tumors of Cranial and Spinal Nerves|2011|~|~|~
0-19|0.3|0.4|0.4|Benign/Borderline|144|40305208|Female|Tumors of Cranial and Spinal Nerves|2012|0.3|0.4|0.4
0-19|~|~|~|Malignant|~|40305208|Female|Tumors of Cranial and Spinal Nerves|2012|~|~|~
0-19|0.3|0.4|0.4|Benign/Borderline|152|40208756|Female|Tumors of Cranial and Spinal Nerves|2013|0.3|0.4|0.4
0-19|~|~|~|Malignant|~|40208756|Female|Tumors of Cranial and Spinal Nerves|2013|~|~|~
0-19|0.2|0.3|0.3|Benign/Borderline|107|40150534|Female|Tumors of Cranial and Spinal Nerves|2014|0.2|0.3|0.3
0-19|~|~|~|Malignant|~|40150534|Female|Tumors of Cranial and Spinal Nerves|2014|~|~|~
0-19|0.3|0.3|0.3|Benign/Borderline|583|198853824|Female|Tumors of Cranial and Spinal Nerves|2014-2018|0.3|0.3|0.3
0-19|~|~|~|Malignant|~|198853824|Female|Tumors of Cranial and Spinal Nerves|2014-2018|~|~|~
0-19|0.3|0.5|0.4|Benign/Borderline|159|40145405|Female|Tumors of Cranial and Spinal Nerves|2015|0.3|0.5|0.4
0-19|~|~|~|Malignant|~|40145405|Female|Tumors of Cranial and Spinal Nerves|2015|~|~|~
0-19|0.3|0.4|0.3|Benign/Borderline|127|40164077|Female|Tumors of Cranial and Spinal Nerves|2016|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|40164077|Female|Tumors of Cranial and Spinal Nerves|2016|~|~|~
0-19|0.3|0.4|0.3|Benign/Borderline|122|40141466|Female|Tumors of Cranial and Spinal Nerves|2017|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|40141466|Female|Tumors of Cranial and Spinal Nerves|2017|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|69|39687165|Female|Tumors of Cranial and Spinal Nerves|2018|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|39687165|Female|Tumors of Cranial and Spinal Nerves|2018|~|~|~
0-19|0.4|0.6|0.5|Benign/Borderline|191|39865121|Female|Tumors of Neuroepthelial Tissue|2004|0.4|0.6|0.5
0-19|2.9|3.2|3.0|Malignant|1209|39865121|Female|Tumors of Neuroepthelial Tissue|2004|2.9|3.2|3.0
0-19|0.4|0.6|0.5|Benign/Borderline|198|39998876|Female|Tumors of Neuroepthelial Tissue|2005|0.4|0.6|0.5
0-19|2.7|3.1|2.9|Malignant|1148|39998876|Female|Tumors of Neuroepthelial Tissue|2005|2.7|3.0|2.9
0-19|0.4|0.6|0.5|Benign/Borderline|204|40165421|Female|Tumors of Neuroepthelial Tissue|2006|0.4|0.6|0.5
0-19|2.7|3.1|2.9|Malignant|1158|40165421|Female|Tumors of Neuroepthelial Tissue|2006|2.7|3.1|2.9
0-19|0.5|0.6|0.6|Benign/Borderline|229|40382360|Female|Tumors of Neuroepthelial Tissue|2007|0.5|0.6|0.6
0-19|2.9|3.3|3.1|Malignant|1239|40382360|Female|Tumors of Neuroepthelial Tissue|2007|2.9|3.2|3.1
0-19|0.5|0.6|0.6|Benign/Borderline|229|40576293|Female|Tumors of Neuroepthelial Tissue|2008|0.5|0.6|0.6
0-19|2.9|3.2|3.0|Malignant|1233|40576293|Female|Tumors of Neuroepthelial Tissue|2008|2.9|3.2|3.0
0-19|0.5|0.6|0.5|Benign/Borderline|215|40670476|Female|Tumors of Neuroepthelial Tissue|2009|0.5|0.6|0.5
0-19|2.8|3.2|3.0|Malignant|1219|40670476|Female|Tumors of Neuroepthelial Tissue|2009|2.8|3.2|3.0
0-19|0.5|0.7|0.6|Benign/Borderline|233|40632733|Female|Tumors of Neuroepthelial Tissue|2010|0.5|0.7|0.6
0-19|2.9|3.2|3.0|Malignant|1226|40632733|Female|Tumors of Neuroepthelial Tissue|2010|2.9|3.2|3.0
0-19|0.5|0.7|0.6|Benign/Borderline|248|40459557|Female|Tumors of Neuroepthelial Tissue|2011|0.5|0.7|0.6
0-19|3.0|3.3|3.2|Malignant|1274|40459557|Female|Tumors of Neuroepthelial Tissue|2011|3.0|3.3|3.1
0-19|0.6|0.7|0.6|Benign/Borderline|254|40305208|Female|Tumors of Neuroepthelial Tissue|2012|0.6|0.7|0.6
0-19|2.8|3.1|2.9|Malignant|1176|40305208|Female|Tumors of Neuroepthelial Tissue|2012|2.8|3.1|2.9
0-19|0.6|0.7|0.7|Benign/Borderline|264|40208756|Female|Tumors of Neuroepthelial Tissue|2013|0.6|0.7|0.7
0-19|3.0|3.3|3.2|Malignant|1273|40208756|Female|Tumors of Neuroepthelial Tissue|2013|3.0|3.3|3.2
0-19|0.5|0.7|0.6|Benign/Borderline|251|40150534|Female|Tumors of Neuroepthelial Tissue|2014|0.6|0.7|0.6
0-19|3.1|3.4|3.3|Malignant|1309|40150534|Female|Tumors of Neuroepthelial Tissue|2014|3.1|3.4|3.3
0-19|0.6|0.7|0.7|Benign/Borderline|1346|198853824|Female|Tumors of Neuroepthelial Tissue|2014-2018|0.6|0.7|0.7
0-19|2.9|3.1|3.0|Malignant|5913|198853824|Female|Tumors of Neuroepthelial Tissue|2014-2018|2.9|3.1|3.0
0-19|0.6|0.7|0.6|Benign/Borderline|254|40145405|Female|Tumors of Neuroepthelial Tissue|2015|0.6|0.7|0.6
0-19|2.8|3.2|3.0|Malignant|1204|40145405|Female|Tumors of Neuroepthelial Tissue|2015|2.8|3.2|3.0
0-19|0.6|0.8|0.7|Benign/Borderline|277|40164077|Female|Tumors of Neuroepthelial Tissue|2016|0.6|0.8|0.7
0-19|2.7|3.1|2.9|Malignant|1169|40164077|Female|Tumors of Neuroepthelial Tissue|2016|2.7|3.1|2.9
0-19|0.6|0.8|0.7|Benign/Borderline|268|40141466|Female|Tumors of Neuroepthelial Tissue|2017|0.6|0.8|0.7
0-19|2.9|3.3|3.1|Malignant|1238|40141466|Female|Tumors of Neuroepthelial Tissue|2017|2.9|3.3|3.1
0-19|0.7|0.9|0.8|Benign/Borderline|308|39687165|Female|Tumors of Neuroepthelial Tissue|2018|0.7|0.9|0.8
0-19|2.5|2.8|2.6|Malignant|1038|39687165|Female|Tumors of Neuroepthelial Tissue|2018|2.5|2.8|2.6
0-19|0.8|1.0|0.9|Benign/Borderline|361|39865121|Female|Tumors of Sellar Region|2004|0.8|1.0|0.9
0-19|~|~|~|Malignant|~|39865121|Female|Tumors of Sellar Region|2004|~|~|~
0-19|0.9|1.1|1.0|Benign/Borderline|396|39998876|Female|Tumors of Sellar Region|2005|0.9|1.1|1.0
0-19|~|~|~|Malignant|~|39998876|Female|Tumors of Sellar Region|2005|~|~|~
0-19|1.0|1.2|1.1|Benign/Borderline|440|40165421|Female|Tumors of Sellar Region|2006|1.0|1.2|1.1
0-19|~|~|~|Malignant|~|40165421|Female|Tumors of Sellar Region|2006|~|~|~
0-19|1.0|1.2|1.1|Benign/Borderline|443|40382360|Female|Tumors of Sellar Region|2007|1.0|1.2|1.1
0-19|~|~|~|Malignant|~|40382360|Female|Tumors of Sellar Region|2007|~|~|~
0-19|1.0|1.2|1.1|Benign/Borderline|470|40576293|Female|Tumors of Sellar Region|2008|1.1|1.3|1.2
0-19|~|~|~|Malignant|~|40576293|Female|Tumors of Sellar Region|2008|~|~|~
0-19|1.1|1.3|1.2|Benign/Borderline|495|40670476|Female|Tumors of Sellar Region|2009|1.1|1.3|1.2
0-19|~|~|~|Malignant|~|40670476|Female|Tumors of Sellar Region|2009|~|~|~
0-19|1.2|1.5|1.3|Benign/Borderline|558|40632733|Female|Tumors of Sellar Region|2010|1.3|1.5|1.4
0-19|~|~|~|Malignant|~|40632733|Female|Tumors of Sellar Region|2010|~|~|~
0-19|1.2|1.5|1.4|Benign/Borderline|558|40459557|Female|Tumors of Sellar Region|2011|1.3|1.5|1.4
0-19|~|~|~|Malignant|~|40459557|Female|Tumors of Sellar Region|2011|~|~|~
0-19|1.3|1.5|1.4|Benign/Borderline|581|40305208|Female|Tumors of Sellar Region|2012|1.3|1.6|1.4
0-19|~|~|~|Malignant|~|40305208|Female|Tumors of Sellar Region|2012|~|~|~
0-19|1.3|1.5|1.4|Benign/Borderline|572|40208756|Female|Tumors of Sellar Region|2013|1.3|1.5|1.4
0-19|~|~|~|Malignant|~|40208756|Female|Tumors of Sellar Region|2013|~|~|~
0-19|1.4|1.7|1.5|Benign/Borderline|624|40150534|Female|Tumors of Sellar Region|2014|1.4|1.7|1.6
0-19|~|~|~|Malignant|~|40150534|Female|Tumors of Sellar Region|2014|~|~|~
0-19|1.5|1.6|1.5|Benign/Borderline|3047|198853824|Female|Tumors of Sellar Region|2014-2018|1.5|1.6|1.5
0-19|~|~|~|Malignant|~|198853824|Female|Tumors of Sellar Region|2014-2018|~|~|~
0-19|1.4|1.6|1.5|Benign/Borderline|604|40145405|Female|Tumors of Sellar Region|2015|1.4|1.6|1.5
0-19|~|~|~|Malignant|~|40145405|Female|Tumors of Sellar Region|2015|~|~|~
0-19|1.4|1.7|1.6|Benign/Borderline|632|40164077|Female|Tumors of Sellar Region|2016|1.5|1.7|1.6
0-19|~|~|~|Malignant|~|40164077|Female|Tumors of Sellar Region|2016|~|~|~
0-19|1.5|1.7|1.6|Benign/Borderline|642|40141466|Female|Tumors of Sellar Region|2017|1.5|1.7|1.6
0-19|~|~|~|Malignant|~|40141466|Female|Tumors of Sellar Region|2017|~|~|~
0-19|1.3|1.5|1.4|Benign/Borderline|565|39687165|Female|Tumors of Sellar Region|2018|1.3|1.5|1.4
0-19|~|~|~|Malignant|~|39687165|Female|Tumors of Sellar Region|2018|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|70|39865121|Female|Tumors of the Meninges|2004|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|39865121|Female|Tumors of the Meninges|2004|~|~|~
0-19|0.2|0.3|0.3|Benign/Borderline|111|39998876|Female|Tumors of the Meninges|2005|0.2|0.3|0.3
0-19|~|~|~|Malignant|~|39998876|Female|Tumors of the Meninges|2005|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|76|40165421|Female|Tumors of the Meninges|2006|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|40165421|Female|Tumors of the Meninges|2006|~|~|~
0-19|0.2|0.3|0.2|Benign/Borderline|93|40382360|Female|Tumors of the Meninges|2007|0.2|0.3|0.2
0-19|~|~|~|Malignant|~|40382360|Female|Tumors of the Meninges|2007|~|~|~
0-19|0.2|0.3|0.2|Benign/Borderline|92|40576293|Female|Tumors of the Meninges|2008|0.2|0.3|0.2
0-19|~|~|~|Malignant|~|40576293|Female|Tumors of the Meninges|2008|~|~|~
0-19|0.2|0.3|0.3|Benign/Borderline|103|40670476|Female|Tumors of the Meninges|2009|0.2|0.3|0.3
0-19|~|~|~|Malignant|~|40670476|Female|Tumors of the Meninges|2009|~|~|~
0-19|0.2|0.3|0.2|Benign/Borderline|101|40632733|Female|Tumors of the Meninges|2010|0.2|0.3|0.2
0-19|~|~|~|Malignant|~|40632733|Female|Tumors of the Meninges|2010|~|~|~
0-19|0.2|0.3|0.3|Benign/Borderline|113|40459557|Female|Tumors of the Meninges|2011|0.2|0.3|0.3
0-19|~|~|~|Malignant|~|40459557|Female|Tumors of the Meninges|2011|~|~|~
0-19|0.3|0.4|0.3|Benign/Borderline|131|40305208|Female|Tumors of the Meninges|2012|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|40305208|Female|Tumors of the Meninges|2012|~|~|~
0-19|0.3|0.4|0.3|Benign/Borderline|139|40208756|Female|Tumors of the Meninges|2013|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|40208756|Female|Tumors of the Meninges|2013|~|~|~
0-19|0.3|0.4|0.4|Benign/Borderline|144|40150534|Female|Tumors of the Meninges|2014|0.3|0.4|0.4
0-19|~|~|~|Malignant|~|40150534|Female|Tumors of the Meninges|2014|~|~|~
0-19|0.3|0.4|0.3|Benign/Borderline|662|198853824|Female|Tumors of the Meninges|2014-2018|0.3|0.4|0.3
0-19|0.0|0.0|0.0|Malignant|46|198853824|Female|Tumors of the Meninges|2014-2018|0.0|0.0|0.0
0-19|0.3|0.4|0.3|Benign/Borderline|135|40145405|Female|Tumors of the Meninges|2015|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|40145405|Female|Tumors of the Meninges|2015|~|~|~
0-19|0.3|0.4|0.4|Benign/Borderline|142|40164077|Female|Tumors of the Meninges|2016|0.3|0.4|0.4
0-19|~|~|~|Malignant|~|40164077|Female|Tumors of the Meninges|2016|~|~|~
0-19|0.3|0.4|0.3|Benign/Borderline|124|40141466|Female|Tumors of the Meninges|2017|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|40141466|Female|Tumors of the Meninges|2017|~|~|~
0-19|0.2|0.4|0.3|Benign/Borderline|119|39687165|Female|Tumors of the Meninges|2018|0.2|0.4|0.3
0-19|~|~|~|Malignant|~|39687165|Female|Tumors of the Meninges|2018|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|48|39865121|Female|Unclassified Tumors|2004|0.1|0.2|0.1
0-19|0.0|0.1|0.1|Malignant|27|39865121|Female|Unclassified Tumors|2004|0.0|0.1|0.1
0-19|0.2|0.2|0.2|Benign/Borderline|81|39998876|Female|Unclassified Tumors|2005|0.2|0.3|0.2
0-19|0.0|0.1|0.1|Malignant|20|39998876|Female|Unclassified Tumors|2005|0.0|0.1|0.1
0-19|0.2|0.3|0.2|Benign/Borderline|86|40165421|Female|Unclassified Tumors|2006|0.2|0.3|0.2
0-19|0.0|0.1|0.1|Malignant|27|40165421|Female|Unclassified Tumors|2006|0.0|0.1|0.1
0-19|0.2|0.3|0.2|Benign/Borderline|83|40382360|Female|Unclassified Tumors|2007|0.2|0.3|0.2
0-19|0.0|0.1|0.0|Malignant|16|40382360|Female|Unclassified Tumors|2007|0.0|0.1|0.0
0-19|0.3|0.4|0.3|Benign/Borderline|126|40576293|Female|Unclassified Tumors|2008|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|40576293|Female|Unclassified Tumors|2008|~|~|~
0-19|0.2|0.3|0.3|Benign/Borderline|115|40670476|Female|Unclassified Tumors|2009|0.2|0.3|0.3
0-19|0.0|0.1|0.0|Malignant|17|40670476|Female|Unclassified Tumors|2009|0.0|0.1|0.0
0-19|0.3|0.4|0.3|Benign/Borderline|133|40632733|Female|Unclassified Tumors|2010|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|40632733|Female|Unclassified Tumors|2010|~|~|~
0-19|0.3|0.4|0.3|Benign/Borderline|140|40459557|Female|Unclassified Tumors|2011|0.3|0.4|0.3
0-19|0.0|0.1|0.0|Malignant|20|40459557|Female|Unclassified Tumors|2011|0.0|0.1|0.0
0-19|0.3|0.4|0.3|Benign/Borderline|140|40305208|Female|Unclassified Tumors|2012|0.3|0.4|0.3
0-19|0.0|0.1|0.1|Malignant|24|40305208|Female|Unclassified Tumors|2012|0.0|0.1|0.1
0-19|0.3|0.4|0.3|Benign/Borderline|138|40208756|Female|Unclassified Tumors|2013|0.3|0.4|0.3
0-19|0.0|0.1|0.1|Malignant|24|40208756|Female|Unclassified Tumors|2013|0.0|0.1|0.1
0-19|0.3|0.4|0.4|Benign/Borderline|146|40150534|Female|Unclassified Tumors|2014|0.3|0.4|0.4
0-19|0.0|0.1|0.1|Malignant|24|40150534|Female|Unclassified Tumors|2014|0.0|0.1|0.1
0-19|0.3|0.3|0.3|Benign/Borderline|613|198853824|Female|Unclassified Tumors|2014-2018|0.3|0.3|0.3
0-19|0.0|0.1|0.1|Malignant|109|198853824|Female|Unclassified Tumors|2014-2018|0.0|0.1|0.1
0-19|0.3|0.5|0.4|Benign/Borderline|155|40145405|Female|Unclassified Tumors|2015|0.3|0.5|0.4
0-19|0.0|0.1|0.0|Malignant|16|40145405|Female|Unclassified Tumors|2015|0.0|0.1|0.0
0-19|0.2|0.3|0.3|Benign/Borderline|107|40164077|Female|Unclassified Tumors|2016|0.2|0.3|0.3
0-19|0.0|0.1|0.1|Malignant|25|40164077|Female|Unclassified Tumors|2016|0.0|0.1|0.1
0-19|0.2|0.3|0.3|Benign/Borderline|101|40141466|Female|Unclassified Tumors|2017|0.2|0.3|0.3
0-19|0.0|0.1|0.1|Malignant|22|40141466|Female|Unclassified Tumors|2017|0.0|0.1|0.1
0-19|0.2|0.3|0.3|Benign/Borderline|109|39687165|Female|Unclassified Tumors|2018|0.2|0.3|0.3
0-19|0.0|0.1|0.1|Malignant|27|39687165|Female|Unclassified Tumors|2018|0.0|0.1|0.1
0-19|0.0|0.1|0.1|Benign/Borderline|21|39865121|Female|Unique astrocytoma variants|2004|0.0|0.1|0.1
0-19|0.0|0.1|0.0|Malignant|19|39865121|Female|Unique astrocytoma variants|2004|0.0|0.1|0.0
0-19|0.0|0.1|0.1|Benign/Borderline|24|39998876|Female|Unique astrocytoma variants|2005|0.0|0.1|0.1
0-19|0.0|0.1|0.0|Malignant|20|39998876|Female|Unique astrocytoma variants|2005|0.0|0.1|0.1
0-19|0.0|0.1|0.1|Benign/Borderline|24|40165421|Female|Unique astrocytoma variants|2006|0.0|0.1|0.1
0-19|0.0|0.1|0.0|Malignant|19|40165421|Female|Unique astrocytoma variants|2006|0.0|0.1|0.0
0-19|0.1|0.1|0.1|Benign/Borderline|35|40382360|Female|Unique astrocytoma variants|2007|0.1|0.1|0.1
0-19|0.1|0.1|0.1|Malignant|35|40382360|Female|Unique astrocytoma variants|2007|0.1|0.1|0.1
0-19|0.0|0.1|0.1|Benign/Borderline|26|40576293|Female|Unique astrocytoma variants|2008|0.0|0.1|0.1
0-19|~|~|~|Malignant|~|40576293|Female|Unique astrocytoma variants|2008|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|36|40670476|Female|Unique astrocytoma variants|2009|0.1|0.1|0.1
0-19|0.0|0.1|0.0|Malignant|20|40670476|Female|Unique astrocytoma variants|2009|0.0|0.1|0.0
0-19|0.1|0.1|0.1|Benign/Borderline|30|40632733|Female|Unique astrocytoma variants|2010|0.0|0.1|0.1
0-19|~|~|~|Malignant|~|40632733|Female|Unique astrocytoma variants|2010|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|18|40459557|Female|Unique astrocytoma variants|2011|0.0|0.1|0.0
0-19|0.0|0.1|0.1|Malignant|23|40459557|Female|Unique astrocytoma variants|2011|0.0|0.1|0.1
0-19|0.1|0.1|0.1|Benign/Borderline|34|40305208|Female|Unique astrocytoma variants|2012|0.1|0.1|0.1
0-19|0.0|0.1|0.0|Malignant|19|40305208|Female|Unique astrocytoma variants|2012|0.0|0.1|0.0
0-19|0.1|0.1|0.1|Benign/Borderline|37|40208756|Female|Unique astrocytoma variants|2013|0.1|0.1|0.1
0-19|0.0|0.1|0.0|Malignant|18|40208756|Female|Unique astrocytoma variants|2013|0.0|0.1|0.0
0-19|0.1|0.1|0.1|Benign/Borderline|41|40150534|Female|Unique astrocytoma variants|2014|0.1|0.1|0.1
0-19|0.0|0.1|0.0|Malignant|16|40150534|Female|Unique astrocytoma variants|2014|0.0|0.1|0.0
0-19|0.1|0.1|0.1|Benign/Borderline|121|198853824|Female|Unique astrocytoma variants|2014-2018|0.1|0.1|0.1
0-19|0.0|0.1|0.1|Malignant|108|198853824|Female|Unique astrocytoma variants|2014-2018|0.0|0.1|0.1
0-19|0.0|0.1|0.0|Benign/Borderline|19|40145405|Female|Unique astrocytoma variants|2015|0.0|0.1|0.0
0-19|0.0|0.1|0.1|Malignant|26|40145405|Female|Unique astrocytoma variants|2015|0.0|0.1|0.1
0-19|0.0|0.1|0.1|Benign/Borderline|21|40164077|Female|Unique astrocytoma variants|2016|0.0|0.1|0.1
0-19|0.0|0.1|0.1|Malignant|21|40164077|Female|Unique astrocytoma variants|2016|0.0|0.1|0.1
0-19|0.0|0.1|0.1|Benign/Borderline|23|40141466|Female|Unique astrocytoma variants|2017|0.0|0.1|0.1
0-19|0.0|0.1|0.1|Malignant|24|40141466|Female|Unique astrocytoma variants|2017|0.0|0.1|0.1
0-19|0.0|0.1|0.1|Benign/Borderline|21|39687165|Female|Unique astrocytoma variants|2018|0.0|0.1|0.1
0-19|0.0|0.1|0.1|Malignant|23|39687165|Female|Unique astrocytoma variants|2018|0.0|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|41889233|Male|All other|2004|~|~|~
0-19|~|~|~|Malignant|~|41889233|Male|All other|2004|~|~|~
0-19|~|~|~|Benign/Borderline|~|42006384|Male|All other|2005|~|~|~
0-19|~|~|~|Malignant|~|42006384|Male|All other|2005|~|~|~
0-19|~|~|~|Benign/Borderline|~|42158997|Male|All other|2006|~|~|~
0-19|~|~|~|Malignant|~|42158997|Male|All other|2006|~|~|~
